Content,EventTemplate
PacketResponder 0 for block blk_2096199637324483321 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_3433046099598424314 terminating,PacketResponder <*> for block blk_<*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_1303107722036031233 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 0 for block blk_-1910608563003942187 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_215466486430758887 terminating,PacketResponder <*> for block blk_<*> terminating
Receiving block blk_3808164640986377400 src: /10.251.75.79:36685 dest: /10.251.75.79:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
Received block blk_-6719337521981113643 of size 3538321 from /10.250.15.198,Received block blk_<*> of size <*> from /<*>
BLOCK* NameSystem.delete: blk_2060553104861908174 is added to invalidSet of 10.251.201.204:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_-7709713535298137702 is added to invalidSet of 10.251.215.50:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
Received block blk_6000837850922531821 of size 67108864 from /10.251.197.226,Received block blk_<*> of size <*> from /<*>
BLOCK* ask 10.251.126.5:50010 to delete  blk_-9016567407076718172 blk_-8695715290502978219 blk_-7168328752988473716 blk_-4355192005224403537 blk_-3757501769775889193 blk_-154600013573668394 blk_167132135416677587 blk_2654596473569751784 blk_5202581916713319258,BLOCK* ask <*>:<*> to delete  blk_<*>
PacketResponder 1 for block blk_8882415653769775762 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 1 for block blk_1216611589160220108 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 1 for block blk_-191333338640084691 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 0 for block blk_712730845180531820 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_8418106412701718933 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 1 for block blk_-3228470001178394592 terminating,PacketResponder <*> for block blk_<*> terminating
